mutation_id,title,rc,mutation_target,mutation_operator,operator_work_units,operator_success_oracle,discrepancy_type,preconditions,chain_role,impact_primary,impact_secondary,primary_controls,evidence_refs,detection_signals,test_recipe,confidence,status
RC2.HEADER.HEADER_POLLUTION.DATA_EXFILTRATION.001,smuggling -> cache_poisoning via cache,RC2,HEADER,HEADER_POLLUTION,GENERATE|INJECT|REORDER|OBSERVE,Operator effect observed through cache differential from smuggling to cache_poisoning,CANONICALIZATION_GAP,MULTI_PARSER_PIPELINE,ENTRY,DATA_EXFILTRATION,,STRICT_CANONICALIZATION_AT_ENTRY|REJECT_AMBIGUOUS_INPUT,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: smuggling->cache_poisoning,Replay edge pattern 'cache' from source 'smuggling' to destination 'cache_poisoning',MEDIUM,DRAFT
RC2.HEADER.ORDER_MANIPULATION.SSRF_INTERNAL_ACCESS.001,smuggling -> ssrf via trust,RC2,HEADER,ORDER_MANIPULATION,REORDER|INJECT|OBSERVE|VALIDATE,Operator effect observed through trust differential from smuggling to ssrf,TRUST_BOUNDARY_BREAK,CROSS_COMPONENT_TRUST,SINK,SSRF_INTERNAL_ACCESS,,CONTROL_PLANE_HARDENING|REFERENCE_ALLOWLIST_AND_RESOLUTION_CHECK,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: smuggling->ssrf,Replay edge pattern 'trust' from source 'smuggling' to destination 'ssrf',MEDIUM,DRAFT
RC2.HEADER.RACE_PARALLELIZATION.RCE.001,smuggling -> deserialization via temporal,RC2,HEADER,RACE_PARALLELIZATION,PARALLELIZE|INJECT|OBSERVE|VALIDATE,Operator effect observed through temporal differential from smuggling to deserialization,STATE_DESYNC,MISSING_ATOMICITY,SINK,RCE,,IDEMPOTENCY_KEYS_AND_ATOMIC_LOCKING,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: smuggling->deserialization,Replay edge pattern 'temporal' from source 'smuggling' to destination 'deserialization',MEDIUM,DRAFT
RC2.HEADER.CONTEXT_SWITCH.DATA_EXFILTRATION.001,smuggling -> xss via escalation,RC2,HEADER,CONTEXT_SWITCH,TRANSFORM|INJECT|OBSERVE|VALIDATE,Operator effect observed through escalation differential from smuggling to xss,VALIDATION_GAP,MISSING_STRICT_AUTH_VALIDATION,ENTRY,DATA_EXFILTRATION,,DATA_LAYER_AUTHZ_ENFORCEMENT,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: smuggling->xss,Replay edge pattern 'escalation' from source 'smuggling' to destination 'xss',MEDIUM,DRAFT
RC2.HEADER.CONTEXT_SWITCH.ATO.001,smuggling -> account_takeover via escalation,RC2,HEADER,CONTEXT_SWITCH,TRANSFORM|INJECT|OBSERVE|VALIDATE,Operator effect observed through escalation differential from smuggling to account_takeover,VALIDATION_GAP,MISSING_STRICT_AUTH_VALIDATION,SINK,ATO,,DATA_LAYER_AUTHZ_ENFORCEMENT,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: smuggling->account_takeover,Replay edge pattern 'escalation' from source 'smuggling' to destination 'account_takeover',MEDIUM,DRAFT
RC2.PATH.CANONICALIZATION_BYPASS.SSRF_INTERNAL_ACCESS.001,reverse_proxy -> ssrf via parser,RC2,PATH,CANONICALIZATION_BYPASS,TRANSFORM|INJECT|OBSERVE|VALIDATE,Operator effect observed through parser differential from reverse_proxy to ssrf,PARSER_DIFFERENTIAL,MULTI_PARSER_PIPELINE|AMBIGUOUS_INPUT_ACCEPTED,SINK,SSRF_INTERNAL_ACCESS,,SINGLE_AUTHORITATIVE_PARSER|REJECT_AMBIGUOUS_INPUT,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: reverse_proxy->ssrf,Replay edge pattern 'parser' from source 'reverse_proxy' to destination 'ssrf',MEDIUM,DRAFT
RC2.PATH.CANONICALIZATION_BYPASS.RCE.001,reverse_proxy -> file_upload via parser,RC2,PATH,CANONICALIZATION_BYPASS,TRANSFORM|INJECT|OBSERVE|VALIDATE,Operator effect observed through parser differential from reverse_proxy to file_upload,PARSER_DIFFERENTIAL,MULTI_PARSER_PIPELINE|AMBIGUOUS_INPUT_ACCEPTED,ENTRY,RCE,,SINGLE_AUTHORITATIVE_PARSER|REJECT_AMBIGUOUS_INPUT,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: reverse_proxy->file_upload,Replay edge pattern 'parser' from source 'reverse_proxy' to destination 'file_upload',MEDIUM,DRAFT
RC2.PATH.CANONICALIZATION_BYPASS.DATA_EXFILTRATION.001,reverse_proxy -> path_traversal via parser,RC2,PATH,CANONICALIZATION_BYPASS,TRANSFORM|INJECT|OBSERVE|VALIDATE,Operator effect observed through parser differential from reverse_proxy to path_traversal,PARSER_DIFFERENTIAL,MULTI_PARSER_PIPELINE|AMBIGUOUS_INPUT_ACCEPTED,ENTRY,DATA_EXFILTRATION,,SINGLE_AUTHORITATIVE_PARSER|REJECT_AMBIGUOUS_INPUT,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: reverse_proxy->path_traversal,Replay edge pattern 'parser' from source 'reverse_proxy' to destination 'path_traversal',MEDIUM,DRAFT
RC2.PATH.CONTEXT_SWITCH.ATO.001,reverse_proxy -> account_takeover via escalation,RC2,PATH,CONTEXT_SWITCH,TRANSFORM|INJECT|OBSERVE|VALIDATE,Operator effect observed through escalation differential from reverse_proxy to account_takeover,VALIDATION_GAP,MISSING_STRICT_AUTH_VALIDATION,SINK,ATO,,DATA_LAYER_AUTHZ_ENFORCEMENT,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: reverse_proxy->account_takeover,Replay edge pattern 'escalation' from source 'reverse_proxy' to destination 'account_takeover',MEDIUM,DRAFT
RC2.HEADER.CONTEXT_SWITCH.SSRF_INTERNAL_ACCESS.001,http_header -> ssrf via escalation,RC2,HEADER,CONTEXT_SWITCH,TRANSFORM|INJECT|OBSERVE|VALIDATE,Operator effect observed through escalation differential from http_header to ssrf,VALIDATION_GAP,MISSING_STRICT_AUTH_VALIDATION,SINK,SSRF_INTERNAL_ACCESS,,DATA_LAYER_AUTHZ_ENFORCEMENT,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: http_header->ssrf,Replay edge pattern 'escalation' from source 'http_header' to destination 'ssrf',MEDIUM,DRAFT
RC2.PARAMETER.CANONICALIZATION_BYPASS.RECON_ENABLEMENT.001,hpp -> waf_bypass via parser,RC2,PARAMETER,CANONICALIZATION_BYPASS,TRANSFORM|INJECT|OBSERVE|VALIDATE,Operator effect observed through parser differential from hpp to waf_bypass,PARSER_DIFFERENTIAL,MULTI_PARSER_PIPELINE|AMBIGUOUS_INPUT_ACCEPTED,ENTRY,RECON_ENABLEMENT,,SINGLE_AUTHORITATIVE_PARSER|REJECT_AMBIGUOUS_INPUT,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: hpp->waf_bypass,Replay edge pattern 'parser' from source 'hpp' to destination 'waf_bypass',MEDIUM,DRAFT
RC8.HEADER.CONTEXT_SWITCH.PRIVILEGE_ESCALATION.001,websocket -> csrf via escalation,RC8,HEADER,CONTEXT_SWITCH,TRANSFORM|INJECT|OBSERVE|VALIDATE,Operator effect observed through escalation differential from websocket to csrf,VALIDATION_GAP,MISSING_STRICT_AUTH_VALIDATION,ENTRY,PRIVILEGE_ESCALATION,,DATA_LAYER_AUTHZ_ENFORCEMENT,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: websocket->csrf,Replay edge pattern 'escalation' from source 'websocket' to destination 'csrf',MEDIUM,DRAFT
RC8.HEADER.CONTEXT_SWITCH.DATA_EXFILTRATION.001,websocket -> xss via escalation,RC8,HEADER,CONTEXT_SWITCH,TRANSFORM|INJECT|OBSERVE|VALIDATE,Operator effect observed through escalation differential from websocket to xss,VALIDATION_GAP,MISSING_STRICT_AUTH_VALIDATION,ENTRY,DATA_EXFILTRATION,,DATA_LAYER_AUTHZ_ENFORCEMENT,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: websocket->xss,Replay edge pattern 'escalation' from source 'websocket' to destination 'xss',MEDIUM,DRAFT
RC8.URL.RACE_PARALLELIZATION.SSRF_INTERNAL_ACCESS.001,dns -> ssrf via temporal,RC8,URL,RACE_PARALLELIZATION,PARALLELIZE|INJECT|OBSERVE|VALIDATE,Operator effect observed through temporal differential from dns to ssrf,STATE_DESYNC,MISSING_ATOMICITY,SINK,SSRF_INTERNAL_ACCESS,,IDEMPOTENCY_KEYS_AND_ATOMIC_LOCKING,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: dns->ssrf,Replay edge pattern 'temporal' from source 'dns' to destination 'ssrf',MEDIUM,DRAFT
RC8.URL.RACE_PARALLELIZATION.DATA_EXFILTRATION.001,dns -> cors via temporal,RC8,URL,RACE_PARALLELIZATION,PARALLELIZE|INJECT|OBSERVE|VALIDATE,Operator effect observed through temporal differential from dns to cors,STATE_DESYNC,MISSING_ATOMICITY,ENTRY,DATA_EXFILTRATION,,IDEMPOTENCY_KEYS_AND_ATOMIC_LOCKING,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: dns->cors,Replay edge pattern 'temporal' from source 'dns' to destination 'cors',MEDIUM,DRAFT
RC7.URL.CONTEXT_SWITCH.RCE.001,ssrf -> deserialization via escalation,RC7,URL,CONTEXT_SWITCH,TRANSFORM|INJECT|OBSERVE|VALIDATE,Operator effect observed through escalation differential from ssrf to deserialization,VALIDATION_GAP,MISSING_STRICT_AUTH_VALIDATION,SINK,RCE,,DATA_LAYER_AUTHZ_ENFORCEMENT,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: ssrf->deserialization,Replay edge pattern 'escalation' from source 'ssrf' to destination 'deserialization',MEDIUM,DRAFT
RC7.URL.CONTEXT_SWITCH.DATA_EXFILTRATION.001,ssrf -> path_traversal via escalation,RC7,URL,CONTEXT_SWITCH,TRANSFORM|INJECT|OBSERVE|VALIDATE,Operator effect observed through escalation differential from ssrf to path_traversal,VALIDATION_GAP,MISSING_STRICT_AUTH_VALIDATION,PIVOT,DATA_EXFILTRATION,,DATA_LAYER_AUTHZ_ENFORCEMENT,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: ssrf->path_traversal,Replay edge pattern 'escalation' from source 'ssrf' to destination 'path_traversal',MEDIUM,DRAFT
RC7.URL.CONTEXT_SWITCH.ATO.001,ssrf -> account_takeover via escalation,RC7,URL,CONTEXT_SWITCH,TRANSFORM|INJECT|OBSERVE|VALIDATE,Operator effect observed through escalation differential from ssrf to account_takeover,VALIDATION_GAP,MISSING_STRICT_AUTH_VALIDATION,SINK,ATO,,DATA_LAYER_AUTHZ_ENFORCEMENT,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: ssrf->account_takeover,Replay edge pattern 'escalation' from source 'ssrf' to destination 'account_takeover',MEDIUM,DRAFT
RC7.PAYLOAD_BODY.ORDER_MANIPULATION.RCE.001,file_upload -> deserialization via trust,RC7,PAYLOAD_BODY,ORDER_MANIPULATION,REORDER|INJECT|OBSERVE|VALIDATE,Operator effect observed through trust differential from file_upload to deserialization,TRUST_BOUNDARY_BREAK,CROSS_COMPONENT_TRUST,SINK,RCE,,CONTROL_PLANE_HARDENING|REFERENCE_ALLOWLIST_AND_RESOLUTION_CHECK,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: file_upload->deserialization,Replay edge pattern 'trust' from source 'file_upload' to destination 'deserialization',MEDIUM,DRAFT
RC7.PAYLOAD_BODY.CONTEXT_SWITCH.DATA_EXFILTRATION.001,file_upload -> xss via escalation,RC7,PAYLOAD_BODY,CONTEXT_SWITCH,TRANSFORM|INJECT|OBSERVE|VALIDATE,Operator effect observed through escalation differential from file_upload to xss,VALIDATION_GAP,MISSING_STRICT_AUTH_VALIDATION,PIVOT,DATA_EXFILTRATION,,DATA_LAYER_AUTHZ_ENFORCEMENT,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: file_upload->xss,Replay edge pattern 'escalation' from source 'file_upload' to destination 'xss',MEDIUM,DRAFT
RC7.PAYLOAD_BODY.CONTEXT_SWITCH.SSRF_INTERNAL_ACCESS.001,file_upload -> ssrf via escalation,RC7,PAYLOAD_BODY,CONTEXT_SWITCH,TRANSFORM|INJECT|OBSERVE|VALIDATE,Operator effect observed through escalation differential from file_upload to ssrf,VALIDATION_GAP,MISSING_STRICT_AUTH_VALIDATION,SINK,SSRF_INTERNAL_ACCESS,,DATA_LAYER_AUTHZ_ENFORCEMENT,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: file_upload->ssrf,Replay edge pattern 'escalation' from source 'file_upload' to destination 'ssrf',MEDIUM,DRAFT
RC7.PAYLOAD_BODY.CONTEXT_SWITCH.RCE.001,file_upload -> cmd_injection via escalation,RC7,PAYLOAD_BODY,CONTEXT_SWITCH,TRANSFORM|INJECT|OBSERVE|VALIDATE,Operator effect observed through escalation differential from file_upload to cmd_injection,VALIDATION_GAP,MISSING_STRICT_AUTH_VALIDATION,SINK,RCE,,DATA_LAYER_AUTHZ_ENFORCEMENT,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: file_upload->cmd_injection,Replay edge pattern 'escalation' from source 'file_upload' to destination 'cmd_injection',MEDIUM,DRAFT
RC6.SERIALIZED_OBJECT.CONTEXT_SWITCH.RCE.001,deserialization -> cmd_injection via escalation,RC6,SERIALIZED_OBJECT,CONTEXT_SWITCH,TRANSFORM|INJECT|OBSERVE|VALIDATE,Operator effect observed through escalation differential from deserialization to cmd_injection,VALIDATION_GAP,MISSING_STRICT_AUTH_VALIDATION,SINK,RCE,,DATA_LAYER_AUTHZ_ENFORCEMENT,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: deserialization->cmd_injection,Replay edge pattern 'escalation' from source 'deserialization' to destination 'cmd_injection',MEDIUM,DRAFT
RC6.SERIALIZED_OBJECT.CONTEXT_SWITCH.SSRF_INTERNAL_ACCESS.001,deserialization -> ssrf via escalation,RC6,SERIALIZED_OBJECT,CONTEXT_SWITCH,TRANSFORM|INJECT|OBSERVE|VALIDATE,Operator effect observed through escalation differential from deserialization to ssrf,VALIDATION_GAP,MISSING_STRICT_AUTH_VALIDATION,SINK,SSRF_INTERNAL_ACCESS,,DATA_LAYER_AUTHZ_ENFORCEMENT,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: deserialization->ssrf,Replay edge pattern 'escalation' from source 'deserialization' to destination 'ssrf',MEDIUM,DRAFT
RC6.SERIALIZED_OBJECT.CONTEXT_SWITCH.DATA_EXFILTRATION.001,deserialization -> xxe via escalation,RC6,SERIALIZED_OBJECT,CONTEXT_SWITCH,TRANSFORM|INJECT|OBSERVE|VALIDATE,Operator effect observed through escalation differential from deserialization to xxe,VALIDATION_GAP,MISSING_STRICT_AUTH_VALIDATION,PIVOT,DATA_EXFILTRATION,,DATA_LAYER_AUTHZ_ENFORCEMENT,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: deserialization->xxe,Replay edge pattern 'escalation' from source 'deserialization' to destination 'xxe',MEDIUM,DRAFT
RC7.PATH.ENCODING_SHIFT.ATO.001,path_traversal -> open_redirect via encoding,RC7,PATH,ENCODING_SHIFT,GENERATE|TRANSFORM|INJECT|OBSERVE,Operator effect observed through encoding differential from path_traversal to open_redirect,CANONICALIZATION_GAP,WEAK_OR_MISSING_NORMALIZATION,PIVOT,ATO,,STRICT_CANONICALIZATION_AT_ENTRY,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: path_traversal->open_redirect,Replay edge pattern 'encoding' from source 'path_traversal' to destination 'open_redirect',MEDIUM,DRAFT
RC7.PATH.CONTEXT_SWITCH.ATO.001,path_traversal -> account_takeover via escalation,RC7,PATH,CONTEXT_SWITCH,TRANSFORM|INJECT|OBSERVE|VALIDATE,Operator effect observed through escalation differential from path_traversal to account_takeover,VALIDATION_GAP,MISSING_STRICT_AUTH_VALIDATION,SINK,ATO,,DATA_LAYER_AUTHZ_ENFORCEMENT,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: path_traversal->account_takeover,Replay edge pattern 'escalation' from source 'path_traversal' to destination 'account_takeover',MEDIUM,DRAFT
RC7.URL.ORDER_MANIPULATION.SSRF_INTERNAL_ACCESS.001,open_redirect -> ssrf via trust,RC7,URL,ORDER_MANIPULATION,REORDER|INJECT|OBSERVE|VALIDATE,Operator effect observed through trust differential from open_redirect to ssrf,TRUST_BOUNDARY_BREAK,CROSS_COMPONENT_TRUST,SINK,SSRF_INTERNAL_ACCESS,,CONTROL_PLANE_HARDENING|REFERENCE_ALLOWLIST_AND_RESOLUTION_CHECK,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: open_redirect->ssrf,Replay edge pattern 'trust' from source 'open_redirect' to destination 'ssrf',MEDIUM,DRAFT
RC7.URL.CONTEXT_SWITCH.ATO.002,open_redirect -> oauth via escalation,RC7,URL,CONTEXT_SWITCH,TRANSFORM|INJECT|OBSERVE|VALIDATE,Operator effect observed through escalation differential from open_redirect to oauth,VALIDATION_GAP,MISSING_STRICT_AUTH_VALIDATION,PIVOT,ATO,,DATA_LAYER_AUTHZ_ENFORCEMENT,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: open_redirect->oauth,Replay edge pattern 'escalation' from source 'open_redirect' to destination 'oauth',MEDIUM,DRAFT
RC9.PARSER_CONTEXT.CONTEXT_SWITCH.DATA_EXFILTRATION.001,dom_clobbering -> xss via escalation,RC9,PARSER_CONTEXT,CONTEXT_SWITCH,TRANSFORM|INJECT|OBSERVE|VALIDATE,Operator effect observed through escalation differential from dom_clobbering to xss,VALIDATION_GAP,MISSING_STRICT_AUTH_VALIDATION,ENTRY,DATA_EXFILTRATION,,DATA_LAYER_AUTHZ_ENFORCEMENT,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: dom_clobbering->xss,Replay edge pattern 'escalation' from source 'dom_clobbering' to destination 'xss',MEDIUM,DRAFT
RC9.PARSER_CONTEXT.CONTEXT_SWITCH.PRIVILEGE_ESCALATION.001,ui_redressing -> csrf via escalation,RC9,PARSER_CONTEXT,CONTEXT_SWITCH,TRANSFORM|INJECT|OBSERVE|VALIDATE,Operator effect observed through escalation differential from ui_redressing to csrf,VALIDATION_GAP,MISSING_STRICT_AUTH_VALIDATION,ENTRY,PRIVILEGE_ESCALATION,,DATA_LAYER_AUTHZ_ENFORCEMENT,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: ui_redressing->csrf,Replay edge pattern 'escalation' from source 'ui_redressing' to destination 'csrf',MEDIUM,DRAFT
RC9.PARSER_CONTEXT.CONTEXT_SWITCH.ATO.001,ui_redressing -> oauth via escalation,RC9,PARSER_CONTEXT,CONTEXT_SWITCH,TRANSFORM|INJECT|OBSERVE|VALIDATE,Operator effect observed through escalation differential from ui_redressing to oauth,VALIDATION_GAP,MISSING_STRICT_AUTH_VALIDATION,ENTRY,ATO,,DATA_LAYER_AUTHZ_ENFORCEMENT,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: ui_redressing->oauth,Replay edge pattern 'escalation' from source 'ui_redressing' to destination 'oauth',MEDIUM,DRAFT
RC5.STATE_TRANSITION.RACE_PARALLELIZATION.DATA_EXFILTRATION.001,race_condition -> cache_poisoning via temporal,RC5,STATE_TRANSITION,RACE_PARALLELIZATION,PARALLELIZE|INJECT|OBSERVE|VALIDATE,Operator effect observed through temporal differential from race_condition to cache_poisoning,STATE_DESYNC,MISSING_ATOMICITY,ENTRY,DATA_EXFILTRATION,,IDEMPOTENCY_KEYS_AND_ATOMIC_LOCKING,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: race_condition->cache_poisoning,Replay edge pattern 'temporal' from source 'race_condition' to destination 'cache_poisoning',MEDIUM,DRAFT
RC5.STATE_TRANSITION.RACE_PARALLELIZATION.ATO.001,race_condition -> oauth via temporal,RC5,STATE_TRANSITION,RACE_PARALLELIZATION,PARALLELIZE|INJECT|OBSERVE|VALIDATE,Operator effect observed through temporal differential from race_condition to oauth,STATE_DESYNC,MISSING_ATOMICITY,ENTRY,ATO,,IDEMPOTENCY_KEYS_AND_ATOMIC_LOCKING,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: race_condition->oauth,Replay edge pattern 'temporal' from source 'race_condition' to destination 'oauth',MEDIUM,DRAFT
RC5.STATE_TRANSITION.RACE_PARALLELIZATION.RCE.001,race_condition -> file_upload via temporal,RC5,STATE_TRANSITION,RACE_PARALLELIZATION,PARALLELIZE|INJECT|OBSERVE|VALIDATE,Operator effect observed through temporal differential from race_condition to file_upload,STATE_DESYNC,MISSING_ATOMICITY,ENTRY,RCE,,IDEMPOTENCY_KEYS_AND_ATOMIC_LOCKING,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: race_condition->file_upload,Replay edge pattern 'temporal' from source 'race_condition' to destination 'file_upload',MEDIUM,DRAFT
RC5.STATE_TRANSITION.RACE_PARALLELIZATION.PRIVILEGE_ESCALATION.001,race_condition -> mass_assignment via temporal,RC5,STATE_TRANSITION,RACE_PARALLELIZATION,PARALLELIZE|INJECT|OBSERVE|VALIDATE,Operator effect observed through temporal differential from race_condition to mass_assignment,STATE_DESYNC,MISSING_ATOMICITY,ENTRY,PRIVILEGE_ESCALATION,,IDEMPOTENCY_KEYS_AND_ATOMIC_LOCKING,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: race_condition->mass_assignment,Replay edge pattern 'temporal' from source 'race_condition' to destination 'mass_assignment',MEDIUM,DRAFT
RC5.STATE_TRANSITION.RACE_PARALLELIZATION.ATO.002,race_condition -> account_takeover via temporal,RC5,STATE_TRANSITION,RACE_PARALLELIZATION,PARALLELIZE|INJECT|OBSERVE|VALIDATE,Operator effect observed through temporal differential from race_condition to account_takeover,STATE_DESYNC,MISSING_ATOMICITY,SINK,ATO,,IDEMPOTENCY_KEYS_AND_ATOMIC_LOCKING,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: race_condition->account_takeover,Replay edge pattern 'temporal' from source 'race_condition' to destination 'account_takeover',MEDIUM,DRAFT
RC8.TRUST_CHANNEL.CANONICALIZATION_BYPASS.RECON_ENABLEMENT.001,secondary_ctx -> waf_bypass via parser,RC8,TRUST_CHANNEL,CANONICALIZATION_BYPASS,TRANSFORM|INJECT|OBSERVE|VALIDATE,Operator effect observed through parser differential from secondary_ctx to waf_bypass,PARSER_DIFFERENTIAL,MULTI_PARSER_PIPELINE|AMBIGUOUS_INPUT_ACCEPTED,ENTRY,RECON_ENABLEMENT,,SINGLE_AUTHORITATIVE_PARSER|REJECT_AMBIGUOUS_INPUT,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: secondary_ctx->waf_bypass,Replay edge pattern 'parser' from source 'secondary_ctx' to destination 'waf_bypass',MEDIUM,DRAFT
RC8.TRUST_CHANNEL.ORDER_MANIPULATION.ATO.001,secondary_ctx -> oauth via trust,RC8,TRUST_CHANNEL,ORDER_MANIPULATION,REORDER|INJECT|OBSERVE|VALIDATE,Operator effect observed through trust differential from secondary_ctx to oauth,TRUST_BOUNDARY_BREAK,CROSS_COMPONENT_TRUST,ENTRY,ATO,,CONTROL_PLANE_HARDENING|REFERENCE_ALLOWLIST_AND_RESOLUTION_CHECK,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: secondary_ctx->oauth,Replay edge pattern 'trust' from source 'secondary_ctx' to destination 'oauth',MEDIUM,DRAFT
RC8.TRUST_CHANNEL.CANONICALIZATION_BYPASS.RCE.001,secondary_ctx -> cmd_injection via parser,RC8,TRUST_CHANNEL,CANONICALIZATION_BYPASS,TRANSFORM|INJECT|OBSERVE|VALIDATE,Operator effect observed through parser differential from secondary_ctx to cmd_injection,PARSER_DIFFERENTIAL,MULTI_PARSER_PIPELINE|AMBIGUOUS_INPUT_ACCEPTED,SINK,RCE,,SINGLE_AUTHORITATIVE_PARSER|REJECT_AMBIGUOUS_INPUT,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: secondary_ctx->cmd_injection,Replay edge pattern 'parser' from source 'secondary_ctx' to destination 'cmd_injection',MEDIUM,DRAFT
RC8.TRUST_CHANNEL.ORDER_MANIPULATION.DATA_EXFILTRATION.001,implicit_trust -> cache_poisoning via trust,RC8,TRUST_CHANNEL,ORDER_MANIPULATION,REORDER|INJECT|OBSERVE|VALIDATE,Operator effect observed through trust differential from implicit_trust to cache_poisoning,TRUST_BOUNDARY_BREAK,CROSS_COMPONENT_TRUST,ENTRY,DATA_EXFILTRATION,,CONTROL_PLANE_HARDENING|REFERENCE_ALLOWLIST_AND_RESOLUTION_CHECK,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: implicit_trust->cache_poisoning,Replay edge pattern 'trust' from source 'implicit_trust' to destination 'cache_poisoning',MEDIUM,DRAFT
RC8.TRUST_CHANNEL.ORDER_MANIPULATION.RCE.001,implicit_trust -> proto_pollution via trust,RC8,TRUST_CHANNEL,ORDER_MANIPULATION,REORDER|INJECT|OBSERVE|VALIDATE,Operator effect observed through trust differential from implicit_trust to proto_pollution,TRUST_BOUNDARY_BREAK,CROSS_COMPONENT_TRUST,ENTRY,RCE,,CONTROL_PLANE_HARDENING|REFERENCE_ALLOWLIST_AND_RESOLUTION_CHECK,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: implicit_trust->proto_pollution,Replay edge pattern 'trust' from source 'implicit_trust' to destination 'proto_pollution',MEDIUM,DRAFT
RC8.TRUST_CHANNEL.ORDER_MANIPULATION.SSRF_INTERNAL_ACCESS.001,implicit_trust -> ssrf via trust,RC8,TRUST_CHANNEL,ORDER_MANIPULATION,REORDER|INJECT|OBSERVE|VALIDATE,Operator effect observed through trust differential from implicit_trust to ssrf,TRUST_BOUNDARY_BREAK,CROSS_COMPONENT_TRUST,SINK,SSRF_INTERNAL_ACCESS,,CONTROL_PLANE_HARDENING|REFERENCE_ALLOWLIST_AND_RESOLUTION_CHECK,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: implicit_trust->ssrf,Replay edge pattern 'trust' from source 'implicit_trust' to destination 'ssrf',MEDIUM,DRAFT
RC8.TRUST_CHANNEL.ORDER_MANIPULATION.ATO.003,implicit_trust -> account_takeover via trust,RC8,TRUST_CHANNEL,ORDER_MANIPULATION,REORDER|INJECT|OBSERVE|VALIDATE,Operator effect observed through trust differential from implicit_trust to account_takeover,TRUST_BOUNDARY_BREAK,CROSS_COMPONENT_TRUST,SINK,ATO,,CONTROL_PLANE_HARDENING|REFERENCE_ALLOWLIST_AND_RESOLUTION_CHECK,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: implicit_trust->account_takeover,Replay edge pattern 'trust' from source 'implicit_trust' to destination 'account_takeover',MEDIUM,DRAFT
RC5.STATE_TRANSITION.CONTEXT_SWITCH.DATA_EXFILTRATION.001,business_logic -> idor via escalation,RC5,STATE_TRANSITION,CONTEXT_SWITCH,TRANSFORM|INJECT|OBSERVE|VALIDATE,Operator effect observed through escalation differential from business_logic to idor,VALIDATION_GAP,MISSING_STRICT_AUTH_VALIDATION,ENTRY,DATA_EXFILTRATION,,DATA_LAYER_AUTHZ_ENFORCEMENT,the-map/artifact-examples/cross-mutation-graph.html,Cross-mutation transition observed: business_logic->idor,Replay edge pattern 'escalation' from source 'business_logic' to destination 'idor',MEDIUM,DRAFT
